	gene	pval	qval	log2fc	mean	zero_mean	zero_variance
98	si:ch211-51e12.7	0.013803342369710824	0.07415317572826832	0.651335050424379	0.27798890082270356	False	False
99	si:dkey-165e24.1			0.0	0.0	True	True
100	zgc:172128			0.0	0.0	True	True
101	FP074874.1	0.05673744587933876	0.19415495891271609	1.6061689482056283	0.02421412969823155	False	False
102	zgc:172128-1	0.8075031096356076	0.8711922433150217	-0.12093496214761702	0.057973599626040095	False	False
103	zgc:113209	0.4472178034729756	0.7303987389416825	-1067.6950014972224	0.010600345241179273	False	False
104	opn1sw1			0.0	0.0	True	True
105	si:dkeyp-90h9.1			0.0	0.0	True	True
106	tmem178b	2.725455521666431e-05	0.00044531220664847373	0.7728597777982231	0.8893497946821614	False	False
107	si:ch211-142b24.8	0.5357297802248058	0.7506112052600382	-1067.2834755739614	0.007969633741265952	False	False
108	kera			0.0	0.0	True	True
109	drd4-rs	0.42953995300583125	0.7303987389416825	0.12420742403823283	0.0635674033513285	False	False
110	chpt1	0.822916450502849	0.8729966484841858	-0.16210728698681978	0.017354089753965456	False	False
111	epyc	0.19569765168031295	0.46511847187893207	2.3053245826657487	0.006296712370201005	False	False
112	si:dkey-72l17.5			0.0	0.0	True	True
113	cd36	1.9211403978431446e-05	0.0003242319826217162	2.8212838023838964	0.03540785862861102	False	False
114	si:dkeyp-85d8.5	0.6630276929194523	0.7506112052600382	-1065.259022410673	0.0019589224169145763	False	False
115	gpr37b	0.3275085581526279	0.655315471316587	0.5315354039483171	0.036047501338771014	False	False
116	nudt4b	0.4472178034729756	0.7303987389416825	-1067.6044571966027	0.00995550877625437	False	False
117	si:dkeyp-38g8.5	0.19569765168031295	0.46511847187893207	1.9277165624485346	0.006925292831777873	False	False
118	zgc:113119	0.007919477708451661	0.0474335682771501	2.609905472232769	0.015315450853137978	False	False
119	ube2nb	5.041078285980238e-07	1.3597645376657222e-05	1.9089968856835882	0.10670957698988817	False	False
120	si:dkey-22a18.2			0.0	0.0	True	True
121	zgc:153116	0.6630276929194523	0.7506112052600382	-1066.0012898090952	0.003276890941572328	False	False
122	ftr51	0.5074214999757823	0.7506112052600382	-0.2634669697098811	0.026906821222666688	False	False
123	waslb	0.16060317304201865	0.43258126350352955	1.3597065828201582	0.032439501833461934	False	False
124	gpr85	0.20094587217047222	0.47605906401114956	-0.34086894864203543	0.7602798481700516	False	False
125	BX950217.1	0.4000572102303218	0.7303987389416825	-1.3105911601292939	0.04858920524926506	False	False
126	zgc:174696	0.6630276929194523	0.7506112052600382	-1066.3272857815596	0.004107679532322169	False	False
127	acot16			0.0	0.0	True	True
128	znf1060	0.023099183639125612	0.09321520956733761	1068.4727653216628	0.003509870133731918	False	False
129	gcc1	0.6630276929194523	0.7506112052600382	-1065.9646924284202	0.0031948103189381512	False	False
130	lamtor4	0.003327620308756984	0.023192276630615877	2.3861184430461484	0.02206046131678406	False	False
131	atp6v1f	4.261115473190366e-06	8.999265164876631e-05	2.4605618393754263	0.04650876771490024	False	False
132	znf1148	0.023099183639125612	0.09321520956733761	1068.3339749174438	0.003187946121838194	False	False
133	tmem168a	0.6630276929194523	0.7506112052600382	-1066.2255381390607	0.0038279606226131586	False	False
134	tnpo3	0.23836008152977584	0.5429873342478043	0.9945100217903018	0.036765025680774846	False	False
135	dnajb9b	0.023099183639125612	0.09321520956733761	1067.274949100975	0.00153007400215735	False	False
136	si:dkey-72l17.6			0.0	0.0	True	True
137	mybpc1			0.0	0.0	True	True
138	zgc:174698			0.0	0.0	True	True
139	cnot4b	0.5881254470359192	0.7506112052600382	-1.0460235150671946	0.03673660643756471	False	False
140	samm50l	0.0012369781123399409	0.010788458992166015	1.5499664169218366	0.054841427712487914	False	False
141	dennd6b	0.003237777573953238	0.02289826596114583	2.50874342964801	0.023854716488036273	False	False
142	lmod2b	0.6630276929194523	0.7506112052600382	-1066.620641354367	0.005033909237147686	False	False
143	si:ch211-59d8.2	0.6630276929194523	0.7506112052600382	-1066.179645204169	0.003708107462114513	False	False
144	si:dkey-4e4.1			0.0	0.0	True	True
145	pcloa	0.3027730833394371	0.6318903429270863	-0.1218941571377352	1.1197577345354894	False	False
146	si:ch211-76m11.8	0.5138899535794015	0.7506112052600382	0.11026654043057892	0.06369712601309778	False	False
147	mrpl42	0.003734653503758278	0.025317591543334888	2.1446630370602566	0.03398331341082013	False	False
148	mrps10	0.009429628940343653	0.053914837817626	1.3205257701051223	0.05916828159830534	False	False
149	znf1118	0.023099183639125612	0.09321520956733761	1067.6277614071878	0.001953977340288123	False	False
150	znf1085			0.0	0.0	True	True
151	si:dkey-265e7.1			0.0	0.0	True	True
152	si:dkey-16p6.1-3	0.37947254054740964	0.7048257535511844	-1068.20124405096	0.01505615939073193	False	False
153	gnai1	1.6677671545060863e-06	3.9754914729505546e-05	1.2309978057401973	0.2445449523106524	False	False
154	parp12b	0.9950185361630633	0.9955956920497542	-0.34672546367264334	0.10907657974909363	False	False
155	si:dkey-16b10.1			0.0	0.0	True	True
156	znf1034	0.4472178034729756	0.7303987389416825	-1067.7746856318197	0.011202303241728837	False	False
157	si:dkeyp-27e10.3	0.000985052468556471	0.009001433145888893	0.8365502175793927	0.33527498259956456	False	False
158	ifrd1	0.6395855115410238	0.7506112052600382	-0.0396974182071862	0.3590145907039014	False	False
159	pwp1	0.22852473619139158	0.5262983551441949	0.7814905284942131	0.06904743510120853	False	False
160	shisal1a	0.24357617198745407	0.5429873342478043	-1069.054758644204	0.02720493534056084	False	False
161	tulp4a	0.18536845523200207	0.46511847187893207	-1069.3129588246798	0.03253671455366949	False	False
162	ppp6r2a	0.6218522324800382	0.7506112052600382	-0.08796671543683186	0.10391649206274986	False	False
163	si:dkey-14k9.3			0.0	0.0	True	True
164	CR293509.1	0.9817422223010223	0.9847972482930546	-0.5727234576225164	0.020621370220114826	False	False
165	si:ch211-214j24.10	0.1039384087971793	0.3135074608640466	1.221110555133746	0.024962171005143877	False	False
166	zgc:173705			0.0	0.0	True	True
167	si:dkeyp-44b5.5			0.0	0.0	True	True
168	znf1042	0.023099183639125612	0.09321520956733761	1067.8904184812188	0.002344159621474511	False	False
169	BX324003.1	0.6368635215397332	0.7506112052600382	-0.14086705456671256	0.010265354351977344	False	False
170	aldh1l2	0.37947254054740964	0.7048257535511844	-1068.1197439562866	0.014229191707342412	False	False
171	si:ch211-59d8.3	0.6630276929194523	0.7506112052600382	-1066.0518038749594	0.003393659275536143	False	False
172	akr1b1.1	0.05673744587933876	0.19415495891271609	1.5491606404078624	0.02457570540111905	False	False
173	cd9b			0.0	0.0	True	True
174	mkrn1	3.190276271837899e-06	6.987250381696254e-05	1.3881370483124464	0.23000641410406397	False	False
175	si:dkey-16p6.1-5	0.19569765168031295	0.46511847187893207	2.3591593204529566	0.007247843618654174	False	False
176	akr1b1.2	0.06717375735601205	0.21932395823926215	2.0727127018661684	0.013400754251291232	False	False
177	tmem121b	0.6630276929194523	0.7506112052600382	-1066.1943655120574	0.003746136223235575	False	False
178	znf1053			0.0	0.0	True	True
179	si:dkey-26h11.2			0.0	0.0	True	True
180	nup107	0.9749388665174976	0.9847972482930546	-0.1756083269263014	0.03950886745695715	False	False
181	tmem181	0.00036231429607829537	0.003936807280709394	1.5285628952127344	0.08575413257537719	False	False
182	ms4a17a.7			0.0	0.0	True	True
183	osgep	0.023099183639125612	0.09321520956733761	1068.4376607765305	0.003425496488564299	False	False
184	dock4b	0.3509102422586138	0.6929418154027982	0.3131973526709826	0.14292515988049032	False	False
185	ttc41	0.6630276929194523	0.7506112052600382	-1066.135314432065	0.0035958984580570616	False	False
186	BX640547.1			0.0	0.0	True	True
187	fam3c	0.42314822471603497	0.7303987389416825	1.1125082247996734	0.012147054062141886	False	False
188	ms4a17a.4	0.5357297802248058	0.7506112052600382	-1067.1867842098509	0.0074530041346068405	False	False
189	si:dkey-4j21.2	0.5357297802248058	0.7506112052600382	-1067.2040468971936	0.007542719351656643	False	False
190	lum			0.0	0.0	True	True
191	CU571163.1			0.0	0.0	True	True
192	il17ra1a			0.0	0.0	True	True
193	znf1112			0.0	0.0	True	True
194	si:ch73-56d11.5			0.0	0.0	True	True
195	si:dkey-159a18.1			0.0	0.0	True	True
196	ankrd16	0.19569765168031295	0.46511847187893207	2.258923738518974	0.007459141996871829	False	False
197	pnpla8	0.007615113780569796	0.04698329629865996	1.3438253865228953	0.08144471540904012	False	False
198	dynlt1	0.006839530448025083	0.04286905040292933	1.7978905700788537	0.04576557325339775	False	False
199	si:dkeyp-81f3.4			0.0	0.0	True	True
200	si:ch211-162i8.4	0.6630276929194523	0.7506112052600382	-1066.1372697960303	0.0036007754813843955	False	False
201	si:dkey-247i3.6			0.0	0.0	True	True
202	znf1072	0.822916450502849	0.8729966484841858	-0.45004833798808275	0.014554703582604562	False	False
203	si:dkey-247i3.5			0.0	0.0	True	True
204	si:dkey-54j5.2			0.0	0.0	True	True
205	znf1000			0.0	0.0	True	True
206	dcn			0.0	0.0	True	True
207	fbxo18	0.6730889894225762	0.7553275828313342	-1.0287891734395316	0.03206674672346384	False	False
208	CABZ01015815.1	0.6050093388086957	0.7506112052600382	0.23766043599615427	0.048019273658838776	False	False
209	CABZ01015815.3	0.6630276929194523	0.7506112052600382	-1066.156457782794	0.003648986043446839	False	False
210	CABZ01015815.5	0.6630276929194523	0.7506112052600382	-1066.1859152892848	0.00372425830873197	False	False
211	CABZ01015815.2	0.19569765168031295	0.46511847187893207	1.8440258820500965	0.005307769056649774	False	False
212	CABZ01015815.4	0.6630276929194523	0.7506112052600382	-1066.1053569000292	0.003521999611873154	False	False
213	glt8d2	0.37947254054740964	0.7048257535511844	-1068.3174232410674	0.016318777642520692	False	False
214	prdm4	0.16740902101182853	0.43915947757325774	0.8791364200347367	0.02554270135818767	False	False
215	znf1055			0.0	0.0	True	True
216	rpl18a	1.3990790018185064e-18	4.389967276114191e-16	1.6379472720456927	0.6037162612249822	False	False
217	hsp90b1	0.02709425907208082	0.10548853715706319	0.5301014469852251	0.29349029481165695	False	False
218	si:dkeyp-4f2.3			0.0	0.0	True	True
219	si:dkey-48p11.3			0.0	0.0	True	True
220	acot18	0.06717375735601205	0.21932395823926215	1.9520744654962896	0.011235696145439386	False	False
221	si:dkey-201g16.1			0.0	0.0	True	True
222	si:dkey-240n22.6-1	0.45152919265937186	0.7343976872038339	-1.6543681038681013	0.04304130077464263	False	False
223	znf1090			0.0	0.0	True	True
224	cep83	0.37947254054740964	0.7048257535511844	-1068.1632051095935	0.014664367687043994	False	False
225	ano6			0.0	0.0	True	True
226	si:dkeyp-4f2.3-1			0.0	0.0	True	True
227	znf1065			0.0	0.0	True	True
228	znf1137			0.0	0.0	True	True
229	si:dkey-247i3.1			0.0	0.0	True	True
230	ano2b	0.6834341180167552	0.7639813555698424	0.3291732403261607	0.06040604189242682	False	False
231	si:dkey-16p6.2			0.0	0.0	True	True
232	BX571954.2			0.0	0.0	True	True
233	slc41a2b	0.4472178034729756	0.7303987389416825	-1067.853068026179	0.01182776743313617	False	False
234	si:ch211-76m11.5			0.0	0.0	True	True
235	lrrc17	0.19569765168031295	0.46511847187893207	2.049754619083322	0.006711989399735574	False	False
236	si:dkey-240n22.3	0.4472178034729756	0.7303987389416825	-1067.6999342652032	0.010636651276550748	False	False
237	CT027801.2			0.0	0.0	True	True
238	CT027801.1			0.0	0.0	True	True
239	btg1	0.676815247179811	0.7579966865820055	0.17887217405332784	1.2322681839737546	False	False
240	nrcama	0.7314293813111918	0.8111874919751199	-0.00026047642728862136	0.1474949977729873	False	False
241	gdi2	2.4926770645092694e-05	0.00041100930916120363	1.0075362648177553	0.3427752232273583	False	False
242	znf1009	0.5357297802248058	0.7506112052600382	-1066.8624867763958	0.0059526192870077935	False	False
243	chst11	0.7534978695950248	0.8295362858644266	-0.15992906375748028	0.032130247255370774	False	False
244	asb13a.1	0.3241681313397152	0.6528087105910544	0.6219560194748037	0.039235026666329886	False	False
245	si:dkey-172k15.11	0.6712676450868994	0.7543297795067299	-1.4482686704877756	0.03327005633264167	False	False
246	CU467646.5	0.42314822471603497	0.7303987389416825	0.5584609682650896	0.008793066701607776	False	False
247	znf1009-1	0.579465116642558	0.7506112052600382	-0.5390904127975039	0.17698063217972204	False	False
248	znf1009-2	0.6630276929194523	0.7506112052600382	-1066.0783940181122	0.003456787378060924	False	False
249	si:dkey-172k15.6	0.19388312736134927	0.46511847187893207	2.4023137465284696	0.00558338922528941	False	False
250	si:dkey-240n22.8	0.5357297802248058	0.7506112052600382	-1067.0544332482302	0.006799700008181469	False	False
251	apaf1	0.7498176270423819	0.8273335186520333	0.0024229871976737304	0.07772730786573086	False	False
252	CU467646.7	0.25570212333627584	0.5606095547555121	1.3406794198192447	0.018842597465210983	False	False
253	BX005417.2	0.6630276929194523	0.7506112052600382	-1066.2428256442017	0.0038741061774392924	False	False
254	trpm2			0.0	0.0	True	True
255	gsap	0.023099183639125612	0.09321520956733761	1067.9192943518372	0.00239155120605958	False	False
256	ccdc146			0.0	0.0	True	True
257	stk38l	0.21548449818867754	0.4997849086816892	0.44306475225509107	0.07624575064424298	False	False
258	tnni4a	0.5357297802248058	0.7506112052600382	-1067.2888114522118	0.007999164398519427	False	False
259	magi2a	0.542237084630123	0.7506112052600382	-0.5696106106246707	0.22431461799210156	False	False
260	si:dkeyp-53e4.1			0.0	0.0	True	True
261	apex1	0.03526333847404978	0.1324426747757142	0.8203037951628815	0.14538594798296078	False	False
262	si:dkey-29j8.2	0.6630276929194523	0.7506112052600382	-1065.7550615635844	0.002762739265539437	False	False
263	slc26a5	0.9474702935703058	0.9687030033012004	-0.33277069213943583	0.08823175507563132	False	False
264	pthlha			0.0	0.0	True	True
265	si:dkey-84h14.1	0.822916450502849	0.8729966484841858	0.08524339417442812	0.01826936698714156	False	False
266	ntf3			0.0	0.0	True	True
267	znf1073			0.0	0.0	True	True
268	znf1053-1			0.0	0.0	True	True
269	nfyba	5.551964977191136e-07	1.4742912180365063e-05	1.9062784756138456	0.10963612990083355	False	False
270	znf1037	0.6630276929194523	0.7506112052600382	-1066.215961288394	0.0038026341343163138	False	False
271	psmc2	0.0010316992748342299	0.009325324133201814	1.1435900716919216	0.11298503242279767	False	False
272	xpot	0.0002335808438261941	0.0026681318527694907	1.2145868179681485	0.12461212766963595	False	False
273	caprin2			0.0	0.0	True	True
274	si:dkey-28i19.3			0.0	0.0	True	True
275	si:dkey-250k10.1	0.5357297802248058	0.7506112052600382	-1067.0013526971247	0.006554067573051475	False	False
276	znf1026-1	0.06717375735601205	0.21932395823926215	2.1545972001959095	0.013086112328538025	False	False
277	si:dkey-29p23.2	0.6630276929194523	0.7506112052600382	-1066.2247966016982	0.0038259935773530943	False	False
278	si:dkeyp-53e4.4	0.18536845523200207	0.46511847187893207	-1069.3963178549698	0.03447206228440027	False	False
279	ENSDARG00000009262	0.32527918906263853	0.6528087105910544	0.6453086070954334	0.036778953984195804	False	False
280	si:ch211-226o13.1	0.023099183639125612	0.09321520956733761	1068.0776750198663	0.0026690518823343705	False	False
281	tbc1d30	0.7449886390683423	0.8235691922401325	-0.5289455492097102	0.051171299765098564	False	False
282	zgc:173705-1	0.5357297802248058	0.7506112052600382	-1066.9871063717874	0.006489665964835506	False	False
283	si:dkey-29p23.1	0.11056762360213307	0.3264165155304907	1.0669466687000624	0.04167856167700392	False	False
284	si:ch211-246b8.5			0.0	0.0	True	True
285	slc35e3			0.0	0.0	True	True
286	si:ch211-246b8.1	0.6630276929194523	0.7506112052600382	-1065.259022410673	0.0019589224169145763	False	False
287	lamb1b			0.0	0.0	True	True
288	si:ch211-249c2.1	0.6630276929194523	0.7506112052600382	-1066.2225767749587	0.0038201111753372826	False	False
289	psmb10			0.0	0.0	True	True
290	si:dkey-172k15.4	0.0077640018931780805	0.0474335682771501	2.7308427287487116	0.015412204145148541	False	False
291	si:dkey-172k15.3	0.9817422223010223	0.9847972482930546	-0.56509823427091	0.020377304591494005	False	False
292	hcfc2	0.42314822471603497	0.7303987389416825	0.8955628754622174	0.00831957498184611	False	False
293	si:dkey-261p22.1	0.06717375735601205	0.21932395823926215	1.9915629064123377	0.0122721545163169	False	False
294	cntn1b	0.28075113025645626	0.591308031190824	-1068.7759599472956	0.022424404950114926	False	False
295	adm2a			0.0	0.0	True	True
296	znf1104	0.5357297802248058	0.7506112052600382	-1067.1055239553057	0.007044814923070422	False	False
297	si:dkey-22l11.6	0.25570212333627584	0.5606095547555121	1.2136362062933583	0.020697457769525394	False	False
298	asb13a.2	0.42314822471603497	0.7303987389416825	0.11496748855217948	0.009211762997338393	False	False
299	gnsa	0.7806248201065201	0.8473072085519059	-0.5209563207852607	0.073396333982588	False	False
300	si:dkeyp-51g9.4			0.0	0.0	True	True
301	sinhcaf	0.0002386823012904539	0.0027062982170654344	1.2934167721683296	0.17824782320746668	False	False
302	rergla	0.02903945988579692	0.11249223878662827	1.5554825258070728	0.04190791666569042	False	False
303	si:ch211-246b8.2	0.822916450502849	0.8729966484841858	0.05820599443798524	0.01747751033344959	False	False
304	zgc:113263	0.0894517665055956	0.27817979571673385	-2.066755812494987	0.12719312355188023	False	False
305	si:dkey-14d8.1	0.01775842930425197	0.08737147217691969	2.637544031489197	0.008133180401146167	False	False
306	rtcb	0.7571005707717788	0.8301541838284349	-0.42205298612877395	0.033292838171717236	False	False
307	cpsf6	0.0012937525057209278	0.010792970578111375	0.7545183199694259	0.2980065566522104	False	False
308	anks1b	1.0225754367907948e-06	2.556438591976987e-05	0.9933750032315474	0.6070775158284296	False	False
309	mdm2	0.15879737101719027	0.42886168617412623	0.82069282422556	0.0452427318976331	False	False
310	dennd5b	0.04535469687809048	0.16442548090088213	0.8337097932748504	0.09961187724018947	False	False
311	si:ch211-223g7.6-1	0.8697748133663692	0.9130052403569281	-0.16637640337722664	0.03853510082054203	False	False
312	sbf1	0.1508184752055891	0.4109222144756216	0.5603551609615705	0.1557058427273328	False	False
313	si:dkeyp-100h4.1			0.0	0.0	True	True
314	slco1d1	0.5357297802248058	0.7506112052600382	-1066.9887009803435	0.006496842948027435	False	False
315	zgc:174944-1			0.0	0.0	True	True
316	avpr1ab	0.00037406657457237784	0.004027502509839152	2.838128949559691	0.02865006793826941	False	False
317	CABZ01087415.1	0.8203182195765788	0.8729966484841858	0.346411623166242	0.01947818228665775	False	False
318	net1	0.5357297802248058	0.7506112052600382	-1067.0595029018193	0.006823636295046499	False	False
319	srgap1b	0.6832176753554823	0.7637949362750338	-0.2404099715765071	0.5106007076585244	False	False
320	arhgef39			0.0	0.0	True	True
321	si:ch211-227e10.6			0.0	0.0	True	True
322	fbxo7	0.007841394604889487	0.0474335682771501	2.7352296074890674	0.01708640118572856	False	False
323	si:ch211-223g7.2			0.0	0.0	True	True
324	tmcc3	0.06717375735601205	0.21932395823926215	1.9052140478293143	0.01340717131550461	False	False
325	lrtm2a	0.6630276929194523	0.7506112052600382	-1066.1224131679317	0.0035638855770230293	False	False
326	si:dkey-7j22.1	0.6630276929194523	0.7506112052600382	-1066.1659121535547	0.0036729773607447396	False	False
327	si:dkey-7j22.2			0.0	0.0	True	True
328	znf1115	0.37947254054740964	0.7048257535511844	-1068.1700690010618	0.01473430239062741	False	False
329	si:dkey-7j22.4			0.0	0.0	True	True
330	BX897720.1			0.0	0.0	True	True
331	zgc:194209			0.0	0.0	True	True
332	si:dkeyp-77c4.5			0.0	0.0	True	True
333	znf1107			0.0	0.0	True	True
334	pkp2	0.6630276929194523	0.7506112052600382	-1066.21523007019	0.003800707288592318	False	False
335	znf980			0.0	0.0	True	True
336	tnnt2e			0.0	0.0	True	True
337	znf1137-1			0.0	0.0	True	True
338	pdzrn4	0.1445736979238569	0.4099632249316304	-1.403259219769888	0.16349027776996133	False	False
339	trhde.2	0.05230500219996938	0.1842358324913011	0.8992619234695961	0.05912461405203503	False	False
340	agbl5	0.009471758741886278	0.053914837817626	2.0770256468606085	0.02296537377032233	False	False
341	ndufa12	9.69484746289866e-05	0.0012621361536161466	2.0088544500615493	0.057018116295378556	False	False
