#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0006412	Translation	77	378	1.08	6.81e-51	7955.ENSDARP00000003700,7955.ENSDARP00000005837,7955.ENSDARP00000006085,7955.ENSDARP00000006624,7955.ENSDARP00000009096,7955.ENSDARP00000016158,7955.ENSDARP00000018594,7955.ENSDARP00000024129,7955.ENSDARP00000029079,7955.ENSDARP00000031181,7955.ENSDARP00000033600,7955.ENSDARP00000035273,7955.ENSDARP00000037569,7955.ENSDARP00000038658,7955.ENSDARP00000040770,7955.ENSDARP00000043172,7955.ENSDARP00000048598,7955.ENSDARP00000051762,7955.ENSDARP00000052081,7955.ENSDARP00000052729,7955.ENSDARP00000052760,7955.ENSDARP00000053541,7955.ENSDARP00000058954,7955.ENSDARP00000060004,7955.ENSDARP00000060362,7955.ENSDARP00000060443,7955.ENSDARP00000060744,7955.ENSDARP00000062982,7955.ENSDARP00000063788,7955.ENSDARP00000063869,7955.ENSDARP00000064738,7955.ENSDARP00000066897,7955.ENSDARP00000067953,7955.ENSDARP00000069513,7955.ENSDARP00000069977,7955.ENSDARP00000072300,7955.ENSDARP00000072874,7955.ENSDARP00000072983,7955.ENSDARP00000074434,7955.ENSDARP00000075363,7955.ENSDARP00000089482,7955.ENSDARP00000091586,7955.ENSDARP00000095139,7955.ENSDARP00000099088,7955.ENSDARP00000104468,7955.ENSDARP00000105770,7955.ENSDARP00000106359,7955.ENSDARP00000108089,7955.ENSDARP00000108197,7955.ENSDARP00000109497,7955.ENSDARP00000111487,7955.ENSDARP00000111782,7955.ENSDARP00000114512,7955.ENSDARP00000115147,7955.ENSDARP00000115796,7955.ENSDARP00000117673,7955.ENSDARP00000119756,7955.ENSDARP00000120909,7955.ENSDARP00000121649,7955.ENSDARP00000123183,7955.ENSDARP00000124804,7955.ENSDARP00000126258,7955.ENSDARP00000127775,7955.ENSDARP00000128775,7955.ENSDARP00000132139,7955.ENSDARP00000133054,7955.ENSDARP00000134976,7955.ENSDARP00000135555,7955.ENSDARP00000140879,7955.ENSDARP00000141617,7955.ENSDARP00000141629,7955.ENSDARP00000142323,7955.ENSDARP00000144405,7955.ENSDARP00000147936,7955.ENSDARP00000148761,7955.ENSDARP00000149337,7955.ENSDARP00000153775	rpl3,rpl38,rpl5a,rpl23a,rpl12,rpl21,rpl35,eif3m,rps27.1,rps21,rplp1,rps23,rpl15,rpl18a,rpl34,rpl18,rps19,rps3a,rpl30,rps13,rpl39,rps12,arl6ip1,rpl32,rpl4,rps29,uba52,rpl10a,rps5,rpl11,rpl13a,rps16,rplp0,rps11,rpl23,rps27.2,rps8a,eef1g,rpl22l1,rpl36a,eif3k,rps24,rps15,eif5a,eef1a1a,rps26,rpl5b,rps4x,rps15a,rps7,rpl22,rps26l,eif1,rpl8,rps28,rps2,rpl17,rpl10,rpl9,rpsa,rpl31,rpl35a,zgc:114188,rps27a,rpl13,rps18,rplp2,rpl24,rpl14,rpl36,faua,rpl29,rpl28,rps9,eef1a1l1,zgc:171772,rps3
GO Process	GO:0006518	Peptide metabolic process	78	509	0.96	5.61e-44	7955.ENSDARP00000003700,7955.ENSDARP00000005837,7955.ENSDARP00000006085,7955.ENSDARP00000006624,7955.ENSDARP00000009096,7955.ENSDARP00000016158,7955.ENSDARP00000018594,7955.ENSDARP00000024129,7955.ENSDARP00000029079,7955.ENSDARP00000031181,7955.ENSDARP00000033600,7955.ENSDARP00000035273,7955.ENSDARP00000037569,7955.ENSDARP00000038658,7955.ENSDARP00000040770,7955.ENSDARP00000043172,7955.ENSDARP00000048598,7955.ENSDARP00000051762,7955.ENSDARP00000052081,7955.ENSDARP00000052729,7955.ENSDARP00000052760,7955.ENSDARP00000053541,7955.ENSDARP00000058954,7955.ENSDARP00000060004,7955.ENSDARP00000060362,7955.ENSDARP00000060443,7955.ENSDARP00000060744,7955.ENSDARP00000062982,7955.ENSDARP00000063788,7955.ENSDARP00000063869,7955.ENSDARP00000064738,7955.ENSDARP00000066897,7955.ENSDARP00000067953,7955.ENSDARP00000069513,7955.ENSDARP00000069977,7955.ENSDARP00000072300,7955.ENSDARP00000072733,7955.ENSDARP00000072874,7955.ENSDARP00000072983,7955.ENSDARP00000074434,7955.ENSDARP00000075363,7955.ENSDARP00000089482,7955.ENSDARP00000091586,7955.ENSDARP00000095139,7955.ENSDARP00000099088,7955.ENSDARP00000104468,7955.ENSDARP00000105770,7955.ENSDARP00000106359,7955.ENSDARP00000108089,7955.ENSDARP00000108197,7955.ENSDARP00000109497,7955.ENSDARP00000111487,7955.ENSDARP00000111782,7955.ENSDARP00000114512,7955.ENSDARP00000115147,7955.ENSDARP00000115796,7955.ENSDARP00000117673,7955.ENSDARP00000119756,7955.ENSDARP00000120909,7955.ENSDARP00000121649,7955.ENSDARP00000123183,7955.ENSDARP00000124804,7955.ENSDARP00000126258,7955.ENSDARP00000127775,7955.ENSDARP00000128775,7955.ENSDARP00000132139,7955.ENSDARP00000133054,7955.ENSDARP00000134976,7955.ENSDARP00000135555,7955.ENSDARP00000140879,7955.ENSDARP00000141617,7955.ENSDARP00000141629,7955.ENSDARP00000142323,7955.ENSDARP00000144405,7955.ENSDARP00000147936,7955.ENSDARP00000148761,7955.ENSDARP00000149337,7955.ENSDARP00000153775	rpl3,rpl38,rpl5a,rpl23a,rpl12,rpl21,rpl35,eif3m,rps27.1,rps21,rplp1,rps23,rpl15,rpl18a,rpl34,rpl18,rps19,rps3a,rpl30,rps13,rpl39,rps12,arl6ip1,rpl32,rpl4,rps29,uba52,rpl10a,rps5,rpl11,rpl13a,rps16,rplp0,rps11,rpl23,rps27.2,cpe,rps8a,eef1g,rpl22l1,rpl36a,eif3k,rps24,rps15,eif5a,eef1a1a,rps26,rpl5b,rps4x,rps15a,rps7,rpl22,rps26l,eif1,rpl8,rps28,rps2,rpl17,rpl10,rpl9,rpsa,rpl31,rpl35a,zgc:114188,rps27a,rpl13,rps18,rplp2,rpl24,rpl14,rpl36,faua,rpl29,rpl28,rps9,eef1a1l1,zgc:171772,rps3
GO Process	GO:0043604	Amide biosynthetic process	78	513	0.96	7.03e-44	7955.ENSDARP00000003700,7955.ENSDARP00000005837,7955.ENSDARP00000006085,7955.ENSDARP00000006624,7955.ENSDARP00000009096,7955.ENSDARP00000016158,7955.ENSDARP00000018594,7955.ENSDARP00000018673,7955.ENSDARP00000024129,7955.ENSDARP00000029079,7955.ENSDARP00000031181,7955.ENSDARP00000033600,7955.ENSDARP00000035273,7955.ENSDARP00000037569,7955.ENSDARP00000038658,7955.ENSDARP00000040770,7955.ENSDARP00000043172,7955.ENSDARP00000048598,7955.ENSDARP00000051762,7955.ENSDARP00000052081,7955.ENSDARP00000052729,7955.ENSDARP00000052760,7955.ENSDARP00000053541,7955.ENSDARP00000058954,7955.ENSDARP00000060004,7955.ENSDARP00000060362,7955.ENSDARP00000060443,7955.ENSDARP00000060744,7955.ENSDARP00000062982,7955.ENSDARP00000063788,7955.ENSDARP00000063869,7955.ENSDARP00000064738,7955.ENSDARP00000066897,7955.ENSDARP00000067953,7955.ENSDARP00000069513,7955.ENSDARP00000069977,7955.ENSDARP00000072300,7955.ENSDARP00000072874,7955.ENSDARP00000072983,7955.ENSDARP00000074434,7955.ENSDARP00000075363,7955.ENSDARP00000089482,7955.ENSDARP00000091586,7955.ENSDARP00000095139,7955.ENSDARP00000099088,7955.ENSDARP00000104468,7955.ENSDARP00000105770,7955.ENSDARP00000106359,7955.ENSDARP00000108089,7955.ENSDARP00000108197,7955.ENSDARP00000109497,7955.ENSDARP00000111487,7955.ENSDARP00000111782,7955.ENSDARP00000114512,7955.ENSDARP00000115147,7955.ENSDARP00000115796,7955.ENSDARP00000117673,7955.ENSDARP00000119756,7955.ENSDARP00000120909,7955.ENSDARP00000121649,7955.ENSDARP00000123183,7955.ENSDARP00000124804,7955.ENSDARP00000126258,7955.ENSDARP00000127775,7955.ENSDARP00000128775,7955.ENSDARP00000132139,7955.ENSDARP00000133054,7955.ENSDARP00000134976,7955.ENSDARP00000135555,7955.ENSDARP00000140879,7955.ENSDARP00000141617,7955.ENSDARP00000141629,7955.ENSDARP00000142323,7955.ENSDARP00000144405,7955.ENSDARP00000147936,7955.ENSDARP00000148761,7955.ENSDARP00000149337,7955.ENSDARP00000153775	rpl3,rpl38,rpl5a,rpl23a,rpl12,rpl21,rpl35,b4galt6,eif3m,rps27.1,rps21,rplp1,rps23,rpl15,rpl18a,rpl34,rpl18,rps19,rps3a,rpl30,rps13,rpl39,rps12,arl6ip1,rpl32,rpl4,rps29,uba52,rpl10a,rps5,rpl11,rpl13a,rps16,rplp0,rps11,rpl23,rps27.2,rps8a,eef1g,rpl22l1,rpl36a,eif3k,rps24,rps15,eif5a,eef1a1a,rps26,rpl5b,rps4x,rps15a,rps7,rpl22,rps26l,eif1,rpl8,rps28,rps2,rpl17,rpl10,rpl9,rpsa,rpl31,rpl35a,zgc:114188,rps27a,rpl13,rps18,rplp2,rpl24,rpl14,rpl36,faua,rpl29,rpl28,rps9,eef1a1l1,zgc:171772,rps3
GO Process	GO:0043603	Cellular amide metabolic process	79	727	0.81	5.34e-35	7955.ENSDARP00000003700,7955.ENSDARP00000005837,7955.ENSDARP00000006085,7955.ENSDARP00000006624,7955.ENSDARP00000009096,7955.ENSDARP00000016158,7955.ENSDARP00000018594,7955.ENSDARP00000018673,7955.ENSDARP00000024129,7955.ENSDARP00000029079,7955.ENSDARP00000031181,7955.ENSDARP00000033600,7955.ENSDARP00000035273,7955.ENSDARP00000037569,7955.ENSDARP00000038658,7955.ENSDARP00000040770,7955.ENSDARP00000043172,7955.ENSDARP00000048598,7955.ENSDARP00000051762,7955.ENSDARP00000052081,7955.ENSDARP00000052729,7955.ENSDARP00000052760,7955.ENSDARP00000053541,7955.ENSDARP00000058954,7955.ENSDARP00000060004,7955.ENSDARP00000060362,7955.ENSDARP00000060443,7955.ENSDARP00000060744,7955.ENSDARP00000062982,7955.ENSDARP00000063788,7955.ENSDARP00000063869,7955.ENSDARP00000064738,7955.ENSDARP00000066897,7955.ENSDARP00000067953,7955.ENSDARP00000069513,7955.ENSDARP00000069977,7955.ENSDARP00000072300,7955.ENSDARP00000072733,7955.ENSDARP00000072874,7955.ENSDARP00000072983,7955.ENSDARP00000074434,7955.ENSDARP00000075363,7955.ENSDARP00000089482,7955.ENSDARP00000091586,7955.ENSDARP00000095139,7955.ENSDARP00000099088,7955.ENSDARP00000104468,7955.ENSDARP00000105770,7955.ENSDARP00000106359,7955.ENSDARP00000108089,7955.ENSDARP00000108197,7955.ENSDARP00000109497,7955.ENSDARP00000111487,7955.ENSDARP00000111782,7955.ENSDARP00000114512,7955.ENSDARP00000115147,7955.ENSDARP00000115796,7955.ENSDARP00000117673,7955.ENSDARP00000119756,7955.ENSDARP00000120909,7955.ENSDARP00000121649,7955.ENSDARP00000123183,7955.ENSDARP00000124804,7955.ENSDARP00000126258,7955.ENSDARP00000127775,7955.ENSDARP00000128775,7955.ENSDARP00000132139,7955.ENSDARP00000133054,7955.ENSDARP00000134976,7955.ENSDARP00000135555,7955.ENSDARP00000140879,7955.ENSDARP00000141617,7955.ENSDARP00000141629,7955.ENSDARP00000142323,7955.ENSDARP00000144405,7955.ENSDARP00000147936,7955.ENSDARP00000148761,7955.ENSDARP00000149337,7955.ENSDARP00000153775	rpl3,rpl38,rpl5a,rpl23a,rpl12,rpl21,rpl35,b4galt6,eif3m,rps27.1,rps21,rplp1,rps23,rpl15,rpl18a,rpl34,rpl18,rps19,rps3a,rpl30,rps13,rpl39,rps12,arl6ip1,rpl32,rpl4,rps29,uba52,rpl10a,rps5,rpl11,rpl13a,rps16,rplp0,rps11,rpl23,rps27.2,cpe,rps8a,eef1g,rpl22l1,rpl36a,eif3k,rps24,rps15,eif5a,eef1a1a,rps26,rpl5b,rps4x,rps15a,rps7,rpl22,rps26l,eif1,rpl8,rps28,rps2,rpl17,rpl10,rpl9,rpsa,rpl31,rpl35a,zgc:114188,rps27a,rpl13,rps18,rplp2,rpl24,rpl14,rpl36,faua,rpl29,rpl28,rps9,eef1a1l1,zgc:171772,rps3
GO Process	GO:0034645	Cellular macromolecule biosynthetic process	80	823	0.76	2.08e-32	7955.ENSDARP00000003700,7955.ENSDARP00000005837,7955.ENSDARP00000006085,7955.ENSDARP00000006624,7955.ENSDARP00000009096,7955.ENSDARP00000016158,7955.ENSDARP00000018594,7955.ENSDARP00000018673,7955.ENSDARP00000024129,7955.ENSDARP00000029079,7955.ENSDARP00000031181,7955.ENSDARP00000033600,7955.ENSDARP00000035273,7955.ENSDARP00000037569,7955.ENSDARP00000038658,7955.ENSDARP00000040770,7955.ENSDARP00000043172,7955.ENSDARP00000048598,7955.ENSDARP00000051762,7955.ENSDARP00000052081,7955.ENSDARP00000052729,7955.ENSDARP00000052760,7955.ENSDARP00000053541,7955.ENSDARP00000058954,7955.ENSDARP00000060004,7955.ENSDARP00000060362,7955.ENSDARP00000060443,7955.ENSDARP00000060744,7955.ENSDARP00000062982,7955.ENSDARP00000063788,7955.ENSDARP00000063869,7955.ENSDARP00000064738,7955.ENSDARP00000066897,7955.ENSDARP00000067953,7955.ENSDARP00000069513,7955.ENSDARP00000069977,7955.ENSDARP00000072300,7955.ENSDARP00000072874,7955.ENSDARP00000072983,7955.ENSDARP00000074434,7955.ENSDARP00000074845,7955.ENSDARP00000075363,7955.ENSDARP00000089482,7955.ENSDARP00000091586,7955.ENSDARP00000095139,7955.ENSDARP00000099088,7955.ENSDARP00000104468,7955.ENSDARP00000105770,7955.ENSDARP00000106359,7955.ENSDARP00000108089,7955.ENSDARP00000108197,7955.ENSDARP00000109497,7955.ENSDARP00000111487,7955.ENSDARP00000111782,7955.ENSDARP00000114512,7955.ENSDARP00000115147,7955.ENSDARP00000115796,7955.ENSDARP00000117673,7955.ENSDARP00000119756,7955.ENSDARP00000120909,7955.ENSDARP00000121649,7955.ENSDARP00000123183,7955.ENSDARP00000124804,7955.ENSDARP00000126258,7955.ENSDARP00000127775,7955.ENSDARP00000128775,7955.ENSDARP00000132139,7955.ENSDARP00000133054,7955.ENSDARP00000134084,7955.ENSDARP00000134976,7955.ENSDARP00000135555,7955.ENSDARP00000140879,7955.ENSDARP00000141617,7955.ENSDARP00000141629,7955.ENSDARP00000142323,7955.ENSDARP00000144405,7955.ENSDARP00000147936,7955.ENSDARP00000148761,7955.ENSDARP00000149337,7955.ENSDARP00000153775	rpl3,rpl38,rpl5a,rpl23a,rpl12,rpl21,rpl35,b4galt6,eif3m,rps27.1,rps21,rplp1,rps23,rpl15,rpl18a,rpl34,rpl18,rps19,rps3a,rpl30,rps13,rpl39,rps12,arl6ip1,rpl32,rpl4,rps29,uba52,rpl10a,rps5,rpl11,rpl13a,rps16,rplp0,rps11,rpl23,rps27.2,rps8a,eef1g,rpl22l1,golga7,rpl36a,eif3k,rps24,rps15,eif5a,eef1a1a,rps26,rpl5b,rps4x,rps15a,rps7,rpl22,rps26l,eif1,rpl8,rps28,rps2,rpl17,rpl10,rpl9,rpsa,rpl31,rpl35a,zgc:114188,rps27a,rpl13,rps18,glula,rplp2,rpl24,rpl14,rpl36,faua,rpl29,rpl28,rps9,eef1a1l1,zgc:171772,rps3
GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process	89	1221	0.64	9.92e-28	7955.ENSDARP00000002747,7955.ENSDARP00000003700,7955.ENSDARP00000005837,7955.ENSDARP00000006085,7955.ENSDARP00000006624,7955.ENSDARP00000007716,7955.ENSDARP00000009096,7955.ENSDARP00000013777,7955.ENSDARP00000015974,7955.ENSDARP00000016158,7955.ENSDARP00000018594,7955.ENSDARP00000018673,7955.ENSDARP00000024129,7955.ENSDARP00000029079,7955.ENSDARP00000031181,7955.ENSDARP00000033600,7955.ENSDARP00000035273,7955.ENSDARP00000037569,7955.ENSDARP00000038658,7955.ENSDARP00000040770,7955.ENSDARP00000043172,7955.ENSDARP00000048598,7955.ENSDARP00000049002,7955.ENSDARP00000051762,7955.ENSDARP00000052081,7955.ENSDARP00000052729,7955.ENSDARP00000052760,7955.ENSDARP00000053541,7955.ENSDARP00000055185,7955.ENSDARP00000058954,7955.ENSDARP00000060004,7955.ENSDARP00000060362,7955.ENSDARP00000060443,7955.ENSDARP00000060744,7955.ENSDARP00000062982,7955.ENSDARP00000063788,7955.ENSDARP00000063869,7955.ENSDARP00000064738,7955.ENSDARP00000066897,7955.ENSDARP00000067953,7955.ENSDARP00000069513,7955.ENSDARP00000069977,7955.ENSDARP00000072300,7955.ENSDARP00000072874,7955.ENSDARP00000072983,7955.ENSDARP00000074434,7955.ENSDARP00000075363,7955.ENSDARP00000089482,7955.ENSDARP00000090664,7955.ENSDARP00000091586,7955.ENSDARP00000095139,7955.ENSDARP00000096305,7955.ENSDARP00000099088,7955.ENSDARP00000104468,7955.ENSDARP00000105770,7955.ENSDARP00000106359,7955.ENSDARP00000108089,7955.ENSDARP00000108197,7955.ENSDARP00000109497,7955.ENSDARP00000111487,7955.ENSDARP00000111782,7955.ENSDARP00000114512,7955.ENSDARP00000115147,7955.ENSDARP00000115796,7955.ENSDARP00000117673,7955.ENSDARP00000119756,7955.ENSDARP00000120909,7955.ENSDARP00000121649,7955.ENSDARP00000122392,7955.ENSDARP00000123183,7955.ENSDARP00000124804,7955.ENSDARP00000126258,7955.ENSDARP00000127775,7955.ENSDARP00000128775,7955.ENSDARP00000132139,7955.ENSDARP00000133054,7955.ENSDARP00000134976,7955.ENSDARP00000135555,7955.ENSDARP00000136238,7955.ENSDARP00000140879,7955.ENSDARP00000141617,7955.ENSDARP00000141629,7955.ENSDARP00000142323,7955.ENSDARP00000144405,7955.ENSDARP00000147936,7955.ENSDARP00000148761,7955.ENSDARP00000149337,7955.ENSDARP00000150200,7955.ENSDARP00000153775	atp5pb,rpl3,rpl38,rpl5a,rpl23a,atp5l,rpl12,ak1,gtf2a1,rpl21,rpl35,b4galt6,eif3m,rps27.1,rps21,rplp1,rps23,rpl15,rpl18a,rpl34,rpl18,rps19,atp6v1aa,rps3a,rpl30,rps13,rpl39,rps12,atp5mf,arl6ip1,rpl32,rpl4,rps29,uba52,rpl10a,rps5,rpl11,rpl13a,rps16,rplp0,rps11,rpl23,rps27.2,rps8a,eef1g,rpl22l1,rpl36a,eif3k,atp5meb,rps24,rps15,oaz1a,eif5a,eef1a1a,rps26,rpl5b,rps4x,rps15a,rps7,rpl22,rps26l,eif1,rpl8,rps28,rps2,rpl17,rpl10,rpl9,azin1b,rpsa,rpl31,rpl35a,zgc:114188,rps27a,rpl13,rps18,rplp2,rpl24,nme2b.1,rpl14,rpl36,faua,rpl29,rpl28,rps9,eef1a1l1,zgc:171772,zgc:193541,rps3
GO Process	GO:1901566	Organonitrogen compound biosynthetic process	91	1329	0.61	1.35e-26	7955.ENSDARP00000002747,7955.ENSDARP00000003700,7955.ENSDARP00000005837,7955.ENSDARP00000006085,7955.ENSDARP00000006624,7955.ENSDARP00000007716,7955.ENSDARP00000009096,7955.ENSDARP00000016158,7955.ENSDARP00000018594,7955.ENSDARP00000018673,7955.ENSDARP00000024129,7955.ENSDARP00000024900,7955.ENSDARP00000029079,7955.ENSDARP00000031181,7955.ENSDARP00000033600,7955.ENSDARP00000035273,7955.ENSDARP00000037569,7955.ENSDARP00000038658,7955.ENSDARP00000040770,7955.ENSDARP00000043172,7955.ENSDARP00000048598,7955.ENSDARP00000049002,7955.ENSDARP00000051762,7955.ENSDARP00000052081,7955.ENSDARP00000052729,7955.ENSDARP00000052760,7955.ENSDARP00000053541,7955.ENSDARP00000055185,7955.ENSDARP00000058954,7955.ENSDARP00000060004,7955.ENSDARP00000060362,7955.ENSDARP00000060443,7955.ENSDARP00000060744,7955.ENSDARP00000062982,7955.ENSDARP00000063788,7955.ENSDARP00000063869,7955.ENSDARP00000064738,7955.ENSDARP00000066897,7955.ENSDARP00000067953,7955.ENSDARP00000069513,7955.ENSDARP00000069977,7955.ENSDARP00000072300,7955.ENSDARP00000072874,7955.ENSDARP00000072983,7955.ENSDARP00000074434,7955.ENSDARP00000074845,7955.ENSDARP00000075363,7955.ENSDARP00000089482,7955.ENSDARP00000090664,7955.ENSDARP00000091586,7955.ENSDARP00000095139,7955.ENSDARP00000096305,7955.ENSDARP00000099088,7955.ENSDARP00000104468,7955.ENSDARP00000105770,7955.ENSDARP00000106359,7955.ENSDARP00000108089,7955.ENSDARP00000108197,7955.ENSDARP00000109497,7955.ENSDARP00000111487,7955.ENSDARP00000111782,7955.ENSDARP00000114512,7955.ENSDARP00000114888,7955.ENSDARP00000115147,7955.ENSDARP00000115796,7955.ENSDARP00000117673,7955.ENSDARP00000119756,7955.ENSDARP00000120909,7955.ENSDARP00000121649,7955.ENSDARP00000122392,7955.ENSDARP00000123183,7955.ENSDARP00000124804,7955.ENSDARP00000126258,7955.ENSDARP00000127775,7955.ENSDARP00000128775,7955.ENSDARP00000132139,7955.ENSDARP00000133054,7955.ENSDARP00000134084,7955.ENSDARP00000134976,7955.ENSDARP00000135555,7955.ENSDARP00000136238,7955.ENSDARP00000140879,7955.ENSDARP00000141617,7955.ENSDARP00000141629,7955.ENSDARP00000142323,7955.ENSDARP00000144405,7955.ENSDARP00000147936,7955.ENSDARP00000148761,7955.ENSDARP00000149337,7955.ENSDARP00000150200,7955.ENSDARP00000153775	atp5pb,rpl3,rpl38,rpl5a,rpl23a,atp5l,rpl12,rpl21,rpl35,b4galt6,eif3m,ckbb,rps27.1,rps21,rplp1,rps23,rpl15,rpl18a,rpl34,rpl18,rps19,atp6v1aa,rps3a,rpl30,rps13,rpl39,rps12,atp5mf,arl6ip1,rpl32,rpl4,rps29,uba52,rpl10a,rps5,rpl11,rpl13a,rps16,rplp0,rps11,rpl23,rps27.2,rps8a,eef1g,rpl22l1,golga7,rpl36a,eif3k,atp5meb,rps24,rps15,oaz1a,eif5a,eef1a1a,rps26,rpl5b,rps4x,rps15a,rps7,rpl22,rps26l,eif1,wdr37,rpl8,rps28,rps2,rpl17,rpl10,rpl9,azin1b,rpsa,rpl31,rpl35a,zgc:114188,rps27a,rpl13,rps18,glula,rplp2,rpl24,nme2b.1,rpl14,rpl36,faua,rpl29,rpl28,rps9,eef1a1l1,zgc:171772,zgc:193541,rps3
GO Process	GO:0009059	Macromolecule biosynthetic process	81	1221	0.6	1.88e-22	7955.ENSDARP00000003700,7955.ENSDARP00000005837,7955.ENSDARP00000006085,7955.ENSDARP00000006624,7955.ENSDARP00000009096,7955.ENSDARP00000015974,7955.ENSDARP00000016158,7955.ENSDARP00000018594,7955.ENSDARP00000018673,7955.ENSDARP00000024129,7955.ENSDARP00000029079,7955.ENSDARP00000031181,7955.ENSDARP00000033600,7955.ENSDARP00000035273,7955.ENSDARP00000037569,7955.ENSDARP00000038658,7955.ENSDARP00000040770,7955.ENSDARP00000043172,7955.ENSDARP00000048598,7955.ENSDARP00000051762,7955.ENSDARP00000052081,7955.ENSDARP00000052729,7955.ENSDARP00000052760,7955.ENSDARP00000053541,7955.ENSDARP00000058954,7955.ENSDARP00000060004,7955.ENSDARP00000060362,7955.ENSDARP00000060443,7955.ENSDARP00000060744,7955.ENSDARP00000062982,7955.ENSDARP00000063788,7955.ENSDARP00000063869,7955.ENSDARP00000064738,7955.ENSDARP00000066897,7955.ENSDARP00000067953,7955.ENSDARP00000069513,7955.ENSDARP00000069977,7955.ENSDARP00000072300,7955.ENSDARP00000072874,7955.ENSDARP00000072983,7955.ENSDARP00000074434,7955.ENSDARP00000074845,7955.ENSDARP00000075363,7955.ENSDARP00000089482,7955.ENSDARP00000091586,7955.ENSDARP00000095139,7955.ENSDARP00000099088,7955.ENSDARP00000104468,7955.ENSDARP00000105770,7955.ENSDARP00000106359,7955.ENSDARP00000108089,7955.ENSDARP00000108197,7955.ENSDARP00000109497,7955.ENSDARP00000111487,7955.ENSDARP00000111782,7955.ENSDARP00000114512,7955.ENSDARP00000115147,7955.ENSDARP00000115796,7955.ENSDARP00000117673,7955.ENSDARP00000119756,7955.ENSDARP00000120909,7955.ENSDARP00000121649,7955.ENSDARP00000123183,7955.ENSDARP00000124804,7955.ENSDARP00000126258,7955.ENSDARP00000127775,7955.ENSDARP00000128775,7955.ENSDARP00000132139,7955.ENSDARP00000133054,7955.ENSDARP00000134084,7955.ENSDARP00000134976,7955.ENSDARP00000135555,7955.ENSDARP00000140879,7955.ENSDARP00000141617,7955.ENSDARP00000141629,7955.ENSDARP00000142323,7955.ENSDARP00000144405,7955.ENSDARP00000147936,7955.ENSDARP00000148761,7955.ENSDARP00000149337,7955.ENSDARP00000153775	rpl3,rpl38,rpl5a,rpl23a,rpl12,gtf2a1,rpl21,rpl35,b4galt6,eif3m,rps27.1,rps21,rplp1,rps23,rpl15,rpl18a,rpl34,rpl18,rps19,rps3a,rpl30,rps13,rpl39,rps12,arl6ip1,rpl32,rpl4,rps29,uba52,rpl10a,rps5,rpl11,rpl13a,rps16,rplp0,rps11,rpl23,rps27.2,rps8a,eef1g,rpl22l1,golga7,rpl36a,eif3k,rps24,rps15,eif5a,eef1a1a,rps26,rpl5b,rps4x,rps15a,rps7,rpl22,rps26l,eif1,rpl8,rps28,rps2,rpl17,rpl10,rpl9,rpsa,rpl31,rpl35a,zgc:114188,rps27a,rpl13,rps18,glula,rplp2,rpl24,rpl14,rpl36,faua,rpl29,rpl28,rps9,eef1a1l1,zgc:171772,rps3
